0	198.83902580209718
1	141.93151645547482
2	200.20159394093622
3	196.65066126111626
4	196.014963843806
5	193.770972456432
6	190.1018581213651
7	194.69364674129653
8	221.90270911919808
9	200.06197868428205
10	196.53975122376764
11	213.62256605872543
12	7.344807782438819
13	43.75643962201261
14	214.7559662735177
15	156.8265387973471
16	198.7760846919747
17	193.87098563517773
18	191.0795825748822
19	203.25132007411565
20	193.88878909099148
21	200.10086145638823
22	245.2928813149538
23	259.6603776929423
24	333.39775674672103
25	177.1573454559124
26	168.1071504607847
27	166.27522563366625
28	199.65119167934247
29	205.3265628169665
30	304.9002999807881
31	192.88224390008736
32	203.02532569784043
33	204.8251166250775
34	203.0563649826702
35	168.62786891815858
36	177.21695847214417
37	187.60278353655144
38	201.29872421486547
39	199.80401419980709
